Loan_ID,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender,Married,Dependents,Education,Self_Employed,Property_Area,Loan_Status
LP101412,19258,5799,503,84,0,Female,No,0,Graduate,No,Rural,Y
LP101413,3211,5209,113,120,1,Male,No,1,Not Graduate,Yes,Semiurban,Y
LP101414,5754,12955,483,120,0,Male,No,2,Graduate,Yes,Urban,Y
LP101415,7616,6307,473,120,1,Female,Yes,1,Not Graduate,Yes,Rural,Y
LP101416,15251,10511,645,180,0,Female,Yes,1,Not Graduate,No,Semiurban,N
LP101417,6290,4317,283,360,0,Female,Yes,0,Not Graduate,Yes,Urban,Y
LP101418,2265,10873,435,180,0,Male,Yes,2,Graduate,No,Semiurban,Y
LP101419,20024,14284,320,120,0,Female,Yes,3+,Not Graduate,Yes,Urban,Y
LP101420,5325,1011,460,360,1,Female,Yes,2,Graduate,No,Rural,Y
LP101421,7153,6250,242,360,0,Female,Yes,3+,Graduate,Yes,Semiurban,N
LP101422,6911,1775,74,84,1,Male,Yes,0,Graduate,Yes,Urban,Y
LP101423,2640,1160,495,180,1,Female,Yes,1,Graduate,No,Urban,Y
LP101424,13754,7926,321,360,0,Male,Yes,2,Not Graduate,No,Semiurban,Y
LP101425,18873,7899,176,360,0,Male,No,1,Graduate,No,Rural,Y
LP101426,18609,5813,676,120,0,Female,Yes,3+,Graduate,No,Rural,Y
LP101427,19621,10705,324,360,1,Male,Yes,0,Not Graduate,Yes,Urban,Y
LP101428,10303,12480,242,120,1,Male,Yes,3+,Graduate,No,Rural,Y
LP101429,8336,4961,566,360,0,Male,No,0,Not Graduate,Yes,Rural,Y
LP101430,10815,6181,327,360,0,Male,No,3+,Not Graduate,Yes,Semiurban,N
LP101431,12553,3266,581,120,1,Male,Yes,1,Not Graduate,No,Semiurban,Y
LP101432,18875,3879,277,84,1,Female,Yes,1,Graduate,Yes,Semiurban,N
LP101433,11924,13303,208,120,1,Male,Yes,3+,Graduate,Yes,Semiurban,Y
LP101434,14597,5385,107,120,0,Male,Yes,2,Graduate,Yes,Semiurban,Y
LP101435,14389,8014,268,120,0,Female,Yes,1,Not Graduate,Yes,Urban,Y
LP101436,9213,1565,360,180,0,Male,Yes,0,Not Graduate,Yes,Rural,Y
LP101437,15325,7400,370,84,0,Female,Yes,2,Not Graduate,No,Semiurban,Y
LP101438,13669,5175,587,120,1,Female,Yes,0,Not Graduate,No,Urban,N
LP101439,15564,4102,68,120,0,Male,Yes,1,Not Graduate,Yes,Semiurban,Y
LP101440,4652,806,287,360,0,Male,Yes,0,Not Graduate,Yes,Semiurban,Y
LP101441,11432,13711,376,180,1,Female,Yes,2,Not Graduate,No,Urban,N
LP101442,16379,1623,228,120,1,Female,No,3+,Not Graduate,No,Urban,Y
LP101443,21767,1861,507,84,0,Male,Yes,3+,Not Graduate,No,Semiurban,Y
LP101444,7670,5696,618,180,1,Female,Yes,3+,Not Graduate,No,Semiurban,Y
LP101445,18529,14492,638,180,1,Female,Yes,1,Graduate,Yes,Semiurban,Y
LP101446,11942,14292,553,120,0,Male,Yes,1,Not Graduate,Yes,Urban,Y
LP101447,7998,10803,106,84,1,Male,Yes,3+,Graduate,Yes,Semiurban,N
LP101448,17856,1780,78,360,1,Female,Yes,2,Not Graduate,No,Semiurban,Y
LP101449,20981,9045,648,120,0,Female,Yes,3+,Graduate,Yes,Semiurban,Y
LP101450,22276,7870,74,180,1,Female,Yes,2,Not Graduate,No,Urban,Y
LP101451,10644,4793,660,360,0,Female,Yes,3+,Graduate,No,Semiurban,Y
LP101452,5139,10137,248,84,0,Male,No,2,Graduate,No,Urban,N
LP101453,20220,2314,120,360,0,Female,No,3+,Graduate,Yes,Rural,N
LP101454,19691,10439,180,360,0,Male,No,0,Graduate,Yes,Urban,Y
LP101455,18489,9882,430,84,0,Male,No,2,Not Graduate,No,Semiurban,Y
LP101456,16616,12437,635,360,1,Male,No,3+,Not Graduate,No,Urban,Y
LP101457,2392,10363,269,120,1,Female,Yes,2,Not Graduate,No,Semiurban,Y
LP101458,24255,6857,494,360,1,Female,Yes,1,Graduate,Yes,Rural,Y
LP101459,18079,8140,643,180,0,Female,No,2,Graduate,Yes,Semiurban,N
LP101460,10790,5731,64,84,0,Male,Yes,2,Graduate,Yes,Rural,Y
LP101461,9388,9678,449,360,1,Male,No,0,Not Graduate,Yes,Rural,Y
LP101462,5088,12630,322,84,1,Male,No,2,Graduate,Yes,Urban,N
LP101463,22238,13785,400,360,1,Female,Yes,0,Graduate,Yes,Semiurban,Y
LP101464,12640,12009,143,120,0,Female,No,1,Not Graduate,Yes,Urban,N
LP101465,23130,7071,620,120,1,Female,No,0,Not Graduate,Yes,Urban,Y
LP101466,16790,393,297,84,0,Female,No,3+,Graduate,No,Urban,Y
LP101467,16815,12505,388,360,0,Male,No,3+,Graduate,Yes,Rural,Y
LP101468,9116,12859,687,84,0,Male,Yes,2,Graduate,Yes,Urban,N
LP101469,24100,14350,53,180,1,Male,Yes,3+,Graduate,No,Rural,N
LP101470,22283,10911,463,360,0,Female,Yes,1,Graduate,Yes,Urban,Y
LP101471,9885,6868,111,120,1,Male,No,0,Graduate,Yes,Semiurban,Y
LP101472,13210,60,169,120,1,Male,No,0,Graduate,No,Urban,N
LP101473,11276,14622,179,360,0,Male,Yes,3+,Graduate,Yes,Semiurban,N
LP101474,23802,8334,603,360,0,Male,No,0,Graduate,No,Urban,Y
LP101475,3242,5815,301,84,1,Female,Yes,3+,Not Graduate,Yes,Rural,N
LP101476,9380,4476,601,84,1,Female,No,3+,Not Graduate,Yes,Rural,Y
LP101477,10498,12658,598,360,1,Female,Yes,2,Graduate,Yes,Rural,Y
LP101478,15254,825,296,84,0,Male,Yes,0,Graduate,Yes,Semiurban,Y
LP101479,18492,1158,195,360,1,Female,No,0,Not Graduate,Yes,Urban,Y
LP101480,24664,12559,159,84,1,Female,No,0,Not Graduate,Yes,Semiurban,Y
LP101481,22222,8984,451,180,0,Female,No,2,Graduate,Yes,Rural,Y
LP101482,11692,8985,155,120,1,Female,No,3+,Not Graduate,Yes,Rural,Y
LP101483,7584,10586,460,360,0,Female,No,2,Graduate,No,Rural,Y
LP101484,24549,422,74,360,0,Male,No,1,Graduate,Yes,Rural,Y
LP101485,10708,12908,354,84,1,Male,No,2,Graduate,Yes,Urban,Y
LP101486,16128,7713,650,120,1,Female,No,3+,Graduate,Yes,Semiurban,N
LP101487,11610,2141,127,120,1,Female,No,0,Not Graduate,No,Urban,N
LP101488,1899,9197,600,84,1,Male,Yes,2,Graduate,No,Rural,Y
LP101489,13912,14853,243,120,1,Female,No,0,Graduate,Yes,Urban,Y
LP101490,19348,9333,102,180,0,Male,No,1,Graduate,No,Semiurban,N
LP101491,12606,7890,270,120,0,Male,No,2,Graduate,Yes,Rural,Y
LP101492,14149,2020,456,84,1,Male,Yes,1,Graduate,Yes,Urban,Y
LP101493,16295,13148,95,84,0,Male,No,2,Graduate,No,Urban,Y
LP101494,24336,13375,510,360,0,Female,Yes,2,Graduate,Yes,Urban,Y
LP101495,9300,1108,257,120,1,Female,No,0,Not Graduate,Yes,Urban,N
LP101496,3220,2804,548,360,0,Male,Yes,2,Graduate,No,Rural,Y
LP101497,24508,11110,282,84,0,Male,Yes,1,Not Graduate,No,Rural,Y
LP101498,8601,3562,127,84,0,Male,No,3+,Not Graduate,Yes,Semiurban,Y
LP101499,18841,6879,225,360,0,Female,Yes,3+,Not Graduate,Yes,Semiurban,Y
LP101500,11662,513,159,180,1,Male,No,2,Graduate,No,Urban,N
LP101501,18601,8408,393,84,0,Male,Yes,3+,Graduate,No,Semiurban,N
LP101502,18341,10861,325,360,1,Male,No,2,Graduate,Yes,Rural,Y
LP101503,18837,614,374,84,1,Female,Yes,1,Graduate,Yes,Rural,N
LP101504,19020,9510,367,180,1,Male,Yes,2,Not Graduate,Yes,Rural,Y
LP101505,5507,774,476,360,0,Male,Yes,3+,Not Graduate,Yes,Rural,Y
LP101506,10724,5732,131,360,1,Male,Yes,3+,Graduate,No,Urban,Y
LP101507,19332,4669,310,120,0,Male,Yes,3+,Not Graduate,No,Rural,Y
LP101508,9759,1531,359,360,0,Male,No,2,Graduate,No,Urban,Y
LP101509,5857,2128,396,180,1,Female,Yes,1,Not Graduate,Yes,Rural,N
LP101510,9451,10738,547,120,0,Female,No,3+,Not Graduate,No,Rural,Y
LP101511,22581,5414,302,180,0,Male,Yes,0,Not Graduate,No,Rural,Y
LP101512,11333,4291,211,180,1,Female,No,2,Not Graduate,No,Rural,Y
LP101513,15791,1136,590,84,1,Female,No,3+,Graduate,No,Urban,Y
LP101514,11055,14655,589,120,1,Male,Yes,2,Not Graduate,Yes,Urban,Y
LP101515,12574,6419,68,180,0,Female,No,2,Graduate,Yes,Rural,Y
LP101516,3768,11055,90,360,1,Female,No,3+,Graduate,No,Urban,N
LP101517,1520,12025,162,360,1,Female,No,1,Not Graduate,No,Semiurban,Y
LP101518,7481,1031,268,120,1,Female,Yes,3+,Graduate,No,Semiurban,Y
LP101519,5142,10555,268,180,1,Male,No,2,Graduate,No,Urban,Y
LP101520,15052,6280,316,84,0,Female,No,1,Graduate,Yes,Urban,Y
LP101521,18084,8147,92,84,0,Male,Yes,1,Graduate,Yes,Semiurban,N
LP101522,17349,2821,151,84,0,Female,Yes,0,Graduate,No,Semiurban,N
LP101523,5636,6788,271,360,1,Female,No,3+,Not Graduate,No,Semiurban,N
LP101524,18559,13967,111,120,1,Female,Yes,2,Not Graduate,No,Semiurban,Y
LP101525,3450,1224,313,120,1,Male,No,1,Not Graduate,No,Urban,Y
LP101526,13002,10678,623,84,0,Female,Yes,0,Not Graduate,Yes,Urban,N
LP101527,12256,4827,537,120,1,Female,Yes,3+,Not Graduate,Yes,Urban,N
LP101528,21297,6165,685,120,1,Female,No,0,Not Graduate,Yes,Urban,N
LP101529,11381,1741,279,180,1,Male,Yes,1,Graduate,Yes,Urban,Y
LP101530,13922,11968,103,120,1,Male,Yes,0,Not Graduate,Yes,Rural,Y
LP101531,22257,12758,680,84,0,Female,Yes,0,Graduate,No,Rural,Y
LP101532,10377,13040,182,180,0,Male,Yes,2,Graduate,Yes,Urban,Y
LP101533,21742,5857,204,180,1,Male,No,1,Graduate,No,Urban,N
LP101534,13921,5455,205,84,0,Female,Yes,3+,Graduate,No,Rural,Y
LP101535,21048,5802,397,360,0,Female,Yes,2,Not Graduate,No,Semiurban,Y
LP101536,13200,2845,487,84,0,Male,Yes,0,Graduate,Yes,Urban,Y
LP101537,19300,8969,273,120,1,Male,Yes,3+,Graduate,No,Rural,Y
LP101538,21573,6539,84,180,1,Female,No,3+,Not Graduate,Yes,Semiurban,N
LP101539,24750,9123,687,180,1,Female,No,3+,Not Graduate,Yes,Rural,Y
LP101540,21597,6037,559,180,0,Female,Yes,0,Not Graduate,Yes,Urban,N
LP101541,16792,7271,150,360,1,Male,Yes,3+,Not Graduate,Yes,Urban,N
LP101542,5964,2457,596,120,0,Female,Yes,3+,Not Graduate,Yes,Urban,Y
LP101543,5311,13578,298,84,0,Male,No,2,Not Graduate,Yes,Semiurban,Y
LP101544,20434,13227,653,84,1,Male,No,0,Graduate,No,Rural,N
LP101545,19281,4927,661,360,1,Male,Yes,0,Graduate,Yes,Urban,Y
LP101546,18369,13031,72,180,1,Female,Yes,3+,Not Graduate,No,Urban,Y
LP101547,22924,4259,700,360,0,Male,Yes,2,Not Graduate,Yes,Rural,Y
LP101548,21037,9213,114,360,1,Female,Yes,1,Not Graduate,No,Rural,N
LP101549,9866,8232,170,180,0,Male,No,0,Not Graduate,Yes,Semiurban,Y
LP101550,11430,9310,577,120,1,Male,No,3+,Not Graduate,No,Urban,N
LP101551,17516,11750,462,120,0,Male,Yes,2,Graduate,Yes,Semiurban,N
LP101552,19109,2809,214,120,0,Male,No,3+,Graduate,No,Semiurban,Y
LP101553,12362,3800,287,84,0,Male,Yes,3+,Not Graduate,No,Rural,Y
LP101554,1554,10048,661,120,0,Male,Yes,2,Not Graduate,Yes,Urban,N
LP101555,10622,1756,315,84,1,Female,Yes,2,Not Graduate,Yes,Semiurban,Y
LP101556,11523,9477,352,180,0,Female,Yes,0,Graduate,No,Urban,Y
LP101557,22222,14332,236,180,0,Female,No,3+,Not Graduate,No,Rural,Y
LP101558,18211,1227,476,180,1,Male,No,3+,Graduate,No,Urban,N
LP101559,20932,13615,317,360,0,Female,Yes,0,Graduate,Yes,Rural,Y
LP101560,19130,9079,191,360,0,Female,No,1,Graduate,No,Semiurban,N
LP101561,15319,6178,207,120,0,Male,Yes,2,Not Graduate,Yes,Urban,Y
LP101562,13190,8961,375,120,1,Male,No,3+,Graduate,No,Semiurban,N
LP101563,12706,2998,439,120,1,Female,Yes,3+,Not Graduate,No,Rural,Y
LP101564,5250,14637,281,180,0,Female,Yes,3+,Graduate,Yes,Semiurban,N
LP101565,20745,8746,615,360,0,Female,No,3+,Not Graduate,Yes,Urban,Y
LP101566,17752,842,325,120,1,Male,No,0,Graduate,No,Urban,N
LP101567,5710,7805,324,180,0,Female,Yes,2,Not Graduate,Yes,Urban,N
LP101568,16231,10123,224,360,1,Female,No,3+,Not Graduate,No,Urban,N
LP101569,8844,2208,197,120,1,Male,Yes,0,Not Graduate,No,Semiurban,Y
LP101570,10204,14431,298,120,1,Male,No,2,Not Graduate,No,Urban,N
LP101571,10189,12291,56,360,0,Male,Yes,0,Graduate,No,Rural,Y
LP101572,9328,12174,175,120,1,Female,Yes,3+,Not Graduate,No,Urban,Y
LP101573,15347,852,124,360,0,Female,Yes,0,Not Graduate,Yes,Semiurban,N
LP101574,7407,845,153,180,1,Female,Yes,3+,Graduate,No,Rural,N
LP101575,12076,9359,457,360,0,Male,Yes,0,Not Graduate,Yes,Semiurban,Y
LP101576,18374,10406,637,120,1,Female,Yes,0,Not Graduate,No,Urban,Y
LP101577,2488,5705,260,360,1,Male,Yes,1,Graduate,Yes,Urban,N
LP101578,23281,14323,413,180,0,Female,Yes,1,Graduate,No,Urban,Y
LP101579,9835,9932,243,360,0,Male,No,2,Not Graduate,Yes,Rural,Y
LP101580,13366,6784,57,120,0,Female,No,0,Not Graduate,Yes,Semiurban,N
LP101581,4008,14671,160,180,1,Female,No,2,Graduate,Yes,Urban,Y
LP101582,23808,12829,336,120,0,Male,Yes,0,Graduate,No,Rural,N
LP101583,21313,14234,397,180,1,Male,No,0,Graduate,No,Urban,N
LP101584,6296,3450,559,84,0,Male,No,0,Not Graduate,Yes,Semiurban,N
LP101585,4374,10435,576,120,1,Female,Yes,3+,Graduate,No,Urban,N
LP101586,8532,12524,492,180,1,Male,Yes,2,Graduate,No,Urban,Y
LP101587,6378,3738,51,180,1,Male,No,3+,Graduate,No,Urban,Y
LP101588,4434,6785,518,120,0,Female,Yes,0,Not Graduate,No,Rural,N
LP101589,9495,6955,614,360,0,Male,Yes,1,Graduate,Yes,Urban,Y
LP101590,20164,8006,589,180,1,Male,No,2,Graduate,Yes,Rural,N
LP101591,12065,4422,496,120,0,Female,Yes,3+,Graduate,Yes,Rural,N
LP101592,5154,14782,540,84,1,Female,No,3+,Graduate,Yes,Rural,Y
LP101593,19346,14887,431,120,1,Female,Yes,1,Not Graduate,No,Urban,N
LP101594,17486,12977,93,360,1,Male,No,2,Graduate,Yes,Semiurban,N
LP101595,8573,2385,673,84,0,Female,Yes,3+,Not Graduate,Yes,Urban,Y
LP101596,10893,9850,226,120,1,Female,Yes,3+,Graduate,Yes,Rural,Y
LP101597,14276,9572,627,180,1,Female,No,1,Not Graduate,No,Urban,Y
LP101598,14843,3783,603,180,1,Female,Yes,0,Graduate,Yes,Semiurban,Y
LP101599,17007,30,532,84,0,Male,Yes,1,Not Graduate,Yes,Semiurban,N
LP101600,19453,12475,305,120,0,Female,No,2,Graduate,No,Semiurban,N
LP101601,20479,6738,572,84,1,Male,No,2,Graduate,Yes,Urban,N
LP101602,9495,4154,571,120,0,Male,Yes,2,Not Graduate,No,Semiurban,N
LP101603,20687,5900,537,360,1,Male,No,1,Graduate,Yes,Semiurban,Y
LP101604,20430,3889,280,120,1,Male,Yes,0,Graduate,Yes,Semiurban,Y
LP101605,12989,9638,406,360,0,Female,Yes,0,Graduate,No,Urban,N
LP101606,11980,7759,248,84,1,Male,No,2,Not Graduate,Yes,Rural,Y
LP101607,5660,3318,685,120,0,Male,Yes,3+,Graduate,Yes,Rural,N
LP101608,4914,3469,188,360,0,Female,No,1,Not Graduate,Yes,Semiurban,Y
LP101609,6098,5715,178,360,0,Male,No,2,Not Graduate,Yes,Urban,Y
LP101610,12862,3098,288,84,1,Female,Yes,2,Not Graduate,No,Rural,N
LP101611,19231,13663,568,84,1,Female,Yes,2,Graduate,Yes,Rural,Y
LP101612,14255,4110,435,360,0,Male,No,2,Graduate,No,Rural,N
LP101613,24454,9324,260,360,0,Male,Yes,2,Graduate,Yes,Semiurban,Y
LP101614,22963,14701,149,360,0,Male,Yes,2,Graduate,Yes,Urban,N
LP101615,18435,13794,376,180,1,Male,Yes,3+,Graduate,Yes,Urban,N
LP101616,12904,11219,261,360,0,Female,No,1,Graduate,Yes,Semiurban,Y
LP101617,24097,11933,264,180,0,Female,No,2,Graduate,No,Urban,Y
LP101618,8134,2489,518,360,0,Male,Yes,2,Graduate,Yes,Urban,Y
LP101619,5642,2181,625,120,0,Male,Yes,2,Not Graduate,Yes,Rural,Y
LP101620,9869,10823,501,180,0,Female,Yes,2,Not Graduate,No,Rural,Y
LP101621,5961,10397,329,180,0,Male,No,0,Not Graduate,No,Urban,Y
LP101622,20674,13555,453,180,1,Female,Yes,1,Graduate,No,Semiurban,Y
LP101623,1947,4395,455,120,1,Female,No,1,Not Graduate,Yes,Semiurban,Y
LP101624,16518,8772,423,120,0,Female,Yes,3+,Not Graduate,No,Semiurban,N
LP101625,20624,11982,250,180,0,Male,No,3+,Graduate,Yes,Semiurban,N
LP101626,10881,9711,486,84,0,Male,Yes,3+,Graduate,Yes,Urban,N
LP101627,6338,2442,625,84,0,Male,No,0,Not Graduate,Yes,Semiurban,N
LP101628,5923,12732,639,84,1,Male,No,1,Graduate,Yes,Urban,Y
LP101629,14933,14935,95,84,0,Female,No,0,Graduate,Yes,Semiurban,Y
LP101630,12374,9635,140,120,0,Female,Yes,0,Not Graduate,No,Urban,Y
LP101631,18807,12211,155,84,0,Female,No,0,Graduate,Yes,Urban,Y
LP101632,19210,13924,53,360,0,Male,Yes,2,Graduate,No,Urban,Y
LP101633,3182,171,275,360,0,Male,No,1,Not Graduate,No,Urban,N
LP101634,6044,5757,455,84,0,Female,No,2,Graduate,No,Rural,Y
LP101635,9938,408,247,180,1,Male,No,1,Graduate,No,Semiurban,Y
LP101636,24844,11823,244,120,1,Male,No,3+,Graduate,No,Rural,Y
LP101637,2150,12769,372,84,1,Female,Yes,2,Graduate,No,Rural,Y
LP101638,15570,13855,694,84,1,Male,No,1,Not Graduate,Yes,Rural,Y
LP101639,20478,7470,447,84,0,Male,Yes,1,Graduate,No,Urban,Y
LP101640,16462,6165,454,180,1,Female,Yes,1,Graduate,No,Semiurban,N
LP101641,11798,13090,654,360,1,Male,Yes,1,Graduate,No,Rural,Y
LP101642,9385,10546,184,84,1,Male,Yes,3+,Not Graduate,No,Urban,N
LP101643,18175,14305,523,84,0,Female,Yes,1,Graduate,Yes,Rural,Y
LP101644,3795,10079,114,180,1,Male,No,1,Graduate,Yes,Rural,Y
LP101645,18440,746,565,180,1,Male,No,0,Graduate,Yes,Rural,N
LP101646,7574,9289,113,360,1,Male,No,1,Not Graduate,Yes,Semiurban,Y
LP101647,14663,10172,331,120,0,Female,No,1,Graduate,Yes,Semiurban,Y
LP101648,4316,2377,668,360,1,Male,Yes,1,Not Graduate,No,Semiurban,Y
LP101649,10995,14289,389,180,1,Female,No,1,Graduate,Yes,Rural,Y
LP101650,2088,13335,432,360,0,Female,Yes,1,Not Graduate,No,Urban,N
LP101651,8255,11662,527,360,0,Male,Yes,2,Graduate,Yes,Urban,Y
LP101652,4346,433,499,180,1,Male,No,1,Not Graduate,Yes,Semiurban,N
LP101653,11317,2362,251,120,0,Female,Yes,2,Not Graduate,No,Rural,Y
LP101654,8633,10513,386,180,1,Female,No,3+,Graduate,No,Rural,Y
LP101655,6043,13773,606,84,0,Female,Yes,0,Not Graduate,No,Urban,Y
LP101656,20706,406,280,360,0,Female,No,1,Not Graduate,No,Semiurban,Y
LP101657,21359,4661,228,120,0,Female,No,1,Graduate,Yes,Urban,Y
LP101658,10372,14162,196,360,1,Male,Yes,1,Graduate,No,Urban,Y
LP101659,2651,7636,603,180,0,Female,Yes,3+,Graduate,No,Semiurban,N
LP101660,2249,3517,109,180,0,Male,Yes,0,Not Graduate,Yes,Semiurban,N
LP101661,19547,1732,570,120,1,Male,No,0,Not Graduate,Yes,Rural,N
LP101662,20650,7415,442,360,1,Female,No,3+,Not Graduate,Yes,Rural,Y
LP101663,4833,7750,279,120,0,Female,No,3+,Graduate,Yes,Rural,Y
LP101664,24300,8733,246,180,1,Female,No,1,Graduate,No,Rural,Y
LP101665,13930,12417,642,84,1,Male,No,1,Not Graduate,No,Rural,Y
LP101666,15066,3986,471,180,0,Male,No,2,Not Graduate,No,Rural,Y
LP101667,18586,10003,331,120,0,Male,No,1,Graduate,No,Rural,Y
LP101668,11688,13886,219,120,1,Female,No,1,Graduate,Yes,Urban,Y
LP101669,17181,2282,95,180,1,Female,No,1,Graduate,Yes,Semiurban,Y
LP101670,2041,12588,585,120,0,Female,No,3+,Not Graduate,No,Semiurban,Y
LP101671,22803,8420,131,120,0,Female,No,1,Graduate,No,Urban,Y
LP101672,6899,13254,563,84,0,Male,Yes,0,Graduate,No,Urban,Y
LP101673,10794,9563,350,360,1,Male,Yes,2,Graduate,No,Rural,N
LP101674,3511,14468,582,360,0,Female,Yes,1,Not Graduate,Yes,Semiurban,Y
LP101675,5088,10443,302,180,1,Male,Yes,1,Not Graduate,Yes,Semiurban,Y
LP101676,2677,6603,305,180,0,Female,Yes,2,Graduate,Yes,Semiurban,Y
LP101677,13887,7255,66,180,0,Male,Yes,0,Not Graduate,No,Semiurban,Y
LP101678,12069,13243,112,120,0,Female,No,2,Graduate,Yes,Semiurban,Y
LP101679,6762,2317,244,360,0,Female,No,0,Graduate,Yes,Urban,Y
LP101680,17934,7555,476,360,0,Male,No,2,Not Graduate,Yes,Semiurban,Y
LP101681,21949,3248,80,84,0,Male,Yes,1,Graduate,No,Semiurban,N
LP101682,17950,12651,393,180,0,Male,No,3+,Graduate,No,Rural,Y
LP101683,2295,9635,62,180,0,Female,Yes,2,Graduate,Yes,Urban,N
LP101684,6949,13455,121,180,0,Female,Yes,1,Graduate,Yes,Semiurban,Y
LP101685,19649,11079,363,360,0,Male,Yes,0,Not Graduate,No,Urban,Y
LP101686,10162,5441,286,180,1,Female,Yes,0,Graduate,Yes,Rural,N
LP101687,9836,737,73,120,1,Male,No,3+,Not Graduate,Yes,Rural,Y
LP101688,11653,3179,656,180,0,Female,No,1,Graduate,Yes,Urban,N
LP101689,11086,2940,240,84,0,Female,Yes,2,Not Graduate,Yes,Urban,Y
LP101690,20103,10562,61,180,1,Female,No,1,Graduate,Yes,Rural,N
LP101691,24376,7777,452,120,0,Male,No,0,Graduate,No,Semiurban,N
LP101692,23182,4457,357,360,0,Female,Yes,1,Not Graduate,Yes,Semiurban,Y
LP101693,4407,13020,588,360,0,Male,Yes,3+,Graduate,Yes,Urban,Y
LP101694,13782,11752,521,360,1,Male,Yes,2,Graduate,Yes,Rural,Y
LP101695,17742,74,475,180,0,Female,Yes,3+,Graduate,Yes,Rural,Y
LP101696,8455,7148,510,120,1,Male,Yes,3+,Graduate,No,Semiurban,Y
LP101697,20222,8660,113,120,1,Female,No,3+,Not Graduate,Yes,Urban,Y
LP101698,2840,13580,689,180,0,Male,Yes,0,Not Graduate,Yes,Rural,N
LP101699,15251,8209,464,360,1,Male,Yes,3+,Not Graduate,Yes,Semiurban,Y
LP101700,20815,10895,289,120,0,Female,No,1,Graduate,Yes,Urban,Y
LP101701,10130,8241,490,120,0,Female,No,1,Graduate,No,Urban,Y
LP101702,22230,5648,557,360,0,Female,No,2,Not Graduate,No,Urban,N
LP101703,11363,2008,53,120,1,Female,Yes,2,Not Graduate,Yes,Rural,Y
LP101704,16579,4670,387,180,0,Female,No,3+,Graduate,No,Urban,Y
LP101705,12873,13202,425,360,1,Male,Yes,0,Not Graduate,No,Semiurban,Y
LP101706,6618,9811,155,180,0,Male,No,2,Graduate,No,Rural,N
LP101707,18019,146,175,84,1,Male,No,1,Not Graduate,No,Semiurban,Y
LP101708,19383,3932,591,360,0,Male,No,2,Not Graduate,No,Rural,Y
LP101709,19779,11714,80,84,0,Male,Yes,1,Not Graduate,No,Semiurban,Y
LP101710,4193,9971,693,120,0,Male,Yes,1,Graduate,No,Urban,Y
LP101711,2084,10867,604,84,1,Female,No,2,Not Graduate,Yes,Rural,Y
LP101712,13695,13577,475,120,1,Male,Yes,0,Not Graduate,No,Rural,Y
LP101713,16498,3343,382,120,0,Female,Yes,2,Not Graduate,No,Rural,Y
LP101714,2572,3470,377,120,0,Male,No,1,Graduate,No,Semiurban,N
LP101715,3559,8484,187,84,1,Female,No,2,Graduate,Yes,Rural,Y
LP101716,24844,14557,680,120,0,Female,No,2,Graduate,No,Urban,N
LP101717,1781,6359,523,120,0,Female,No,0,Not Graduate,Yes,Semiurban,Y
LP101718,5860,11590,559,84,1,Female,No,0,Not Graduate,No,Urban,N
LP101719,17406,2824,348,84,0,Male,Yes,0,Graduate,Yes,Semiurban,Y
LP101720,17924,4396,689,84,0,Male,Yes,3+,Graduate,Yes,Urban,Y
LP101721,11102,1872,383,360,1,Male,No,2,Not Graduate,No,Rural,Y
LP101722,6271,891,261,84,1,Male,Yes,1,Not Graduate,No,Urban,Y
LP101723,7384,10591,481,84,0,Female,Yes,3+,Not Graduate,No,Rural,Y
LP101724,1621,11948,96,120,0,Female,Yes,2,Graduate,No,Semiurban,N
LP101725,10372,14228,411,120,1,Female,No,3+,Graduate,No,Semiurban,N
LP101726,21689,14203,601,120,1,Male,No,2,Not Graduate,No,Urban,Y
LP101727,23087,7145,296,360,0,Female,Yes,2,Graduate,Yes,Semiurban,Y
LP101728,14074,5598,449,180,1,Female,Yes,0,Not Graduate,Yes,Semiurban,Y
LP101729,7581,4384,506,120,0,Female,Yes,2,Graduate,No,Semiurban,N
LP101730,19859,5393,526,84,0,Male,No,3+,Not Graduate,No,Rural,Y
LP101731,7192,1282,654,180,1,Female,Yes,2,Graduate,No,Semiurban,Y
LP101732,13269,3369,659,120,0,Female,Yes,0,Not Graduate,Yes,Semiurban,Y
LP101733,1697,3765,334,84,0,Male,No,2,Graduate,Yes,Semiurban,Y
LP101734,4019,2915,202,84,1,Female,Yes,0,Graduate,Yes,Rural,N
LP101735,2150,4249,344,84,1,Male,Yes,0,Graduate,Yes,Rural,N
LP101736,6735,9213,392,360,1,Male,No,2,Not Graduate,No,Semiurban,Y
LP101737,9020,9104,407,120,0,Female,Yes,3+,Graduate,No,Urban,Y
LP101738,18689,7288,498,360,0,Male,No,2,Graduate,No,Semiurban,Y
LP101739,14954,7358,503,84,1,Male,No,1,Graduate,No,Semiurban,Y
LP101740,14336,9445,176,84,0,Male,No,0,Graduate,No,Semiurban,Y
LP101741,13820,1860,70,180,1,Female,Yes,0,Graduate,No,Rural,N
LP101742,5475,9257,151,360,0,Female,Yes,3+,Graduate,No,Urban,Y
LP101743,13790,8462,353,360,0,Female,No,0,Not Graduate,Yes,Semiurban,Y
LP101744,22918,1693,128,360,0,Male,No,1,Not Graduate,Yes,Urban,Y
LP101745,8155,5361,442,360,1,Female,No,0,Not Graduate,Yes,Rural,Y
